Country,Region,Party territorial unit,Regional Party Name,Comment,Interim,Year became party chair,Year ended as party chair,Party chair,Female chair,National Party Name,Vernacular Party Name,Co-leadership
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,Regional branch re-established in 1990.,0,1990,1993,Günther Krause,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,1993,2000,Angela Merkel,1,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2000,2001,Steffie Schnoor,1,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2001,2005,Eckhardt Rehberg,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2005,2009,Jürgen Seidel,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2009,2017,Lorenz Caffier,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2017,2020,Vincent Kokert,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,1,2020,2020,Eckhardt Rehberg,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2020,2021,Michael Sack,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,1,2021,2022,Eckhardt Rehberg,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2022,2024,Franz-Robert Liskow,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
Germany,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Christian Democratic Union of Mecklenburg-Vorpommern,,0,2024,,Daniel Peters,0,Christian Democratic Union of Germany (CDU),CDU Mecklenburg-Vorpommern,0
